run_id,correct_answer,question,answer_option0,answer_option1,answer_option2,answer_option3,answer_option4
319985,2,"In Brown Town, every hair studio is apricot, every pet store is bright yellow, and every bookshop is deep rose. Ebony needs a fish bowl. What color store could she get it at?",brown,purple,yellowish orange,deep pink,apricot
182011,0,Which of the following is 10 days after 5:25 p.m. on day number 16 in November 1820?,"5:25 p.m. on November 26, 1820","5:25 p.m. on November 16, 1810","5:25 p.m. on November 16, 2820","5:25 p.m. on November 6, 1810","5:35 p.m. on November 16, 1820"
329794,3,Pick the thing which is typically faster than all the others.,parked car,Segway,mountain,tractor,riding mower
263577,3,Ginger bet Duke that no fruit bat is a baseball bat. Ginger is a psychoanalyst. Duke is a chambermaid. Which of them won the bet?,construction worker,pediatrician,maid,psychoanalyst,flight attendant
270398,2,The alpaca has ______ faces.,8,5,1,9,6
214363,3,Calvin only eats what is allowed by the Halal diet. Which of these can he not eat or drink?,cherry pie,sauerkraut,American cheese,dry vermouth,onion ring
214131,2,"I follow the gluten free diet, so I don't eat ______?",cow meat,corn-finished pasture-raised wet-aged bone-in rib-eye,cream of wheat,grilled steak,bluefin tuna
263595,3,Duke bet Ginger that no automatic transmission is a horse. Ginger is a pitcher. Duke is a CIA agent. Which of them won the bet?,lead guitarist,babysiter,drug dealer,CIA agent,pitcher
294679,3,April missed a call at 8 a.m.. She returned it 7 hours later. When did she return the call?,8 p.m.,8 a.m.,5 p.m.,3 p.m.,1 p.m.
159695,1,Which of the following is 8 weeks after 0:30 p.m. on the 22nd of November 1963?,"4:30 a.m. on November 22, 1963","0:30 p.m. on January 17, 1964","8:30 p.m. on November 22, 1963","0:30 p.m. on November 22, 2763","0:22 p.m. on November 22, 1963"
294777,1,April missed a call at 6 p.m.. She returned it 3 hours later. When did she return the call?,11 p.m.,9 p.m.,7 p.m.,8 a.m.,3 a.m.
143546,4,What comes after Tuesday?,October,December,10 p.m.,5 p.m.,Wednesday
335840,4,"In Strange Town, you're only allowed to play board games in the financial district, you're only allowed to attend entertainment events in the botanical garden, and you're only allowed to play a musical instrument in the shipyard. Rob is Collection Difference Fn play board games play a computer game. Where is Rob?",the graveyard,the park,the botanical garden,the shipyard,the financial district
336466,0,Charity was deprecated by Rob. Charity harmed an agent Daisy. Who did something affecting Charity?,Rob,Charity,Daisy,Cliff,Joy
319278,1,Joy is staring. Rob is jumping over something. Rob is jazz dancing. Which of them is most likely feeling awe?,Cliff,Joy,Charity,Daisy,Rob
263313,2,Ginger bet Duke that no plain is Long-tailed Weasel. Ginger is a writer. Duke is a doctor. Which of them won the bet?,doctor,mobile ice cream vendor,author,psychoanalyst,construction worker
296067,1,April missed a call at 2 a.m.. She returned it 8 hours later. When did she return the call?,7 p.m.,10 a.m.,8 p.m.,8 a.m.,10 p.m.
271441,3,The whale has ______ gills.,5,10,7,0,1
336368,0,Daisy mocked Charity. Rob hypnotized Daisy. Who did something affecting Daisy?,Rob,Joy,Daisy,Charity,Cliff
335885,4,"In Strange Town, you're only allowed to play a team sport in the financial district, you're only allowed to engage in politics in the shipyard, and you're only allowed to play board games in the forest. Joy is Collection Difference Fn playing board games play a computer game. Where is Joy?",the graveyard,the campground,the shipyard,the financial district,the forest
189355,3,Pick the thing which is typically largest.,jackhammer,wolf,bathtub,Bali tiger,file cabinet
295504,2,April missed a call at 3 a.m.. She returned it 11 hours later. When did she return the call?,9 a.m.,4 a.m.,2 p.m.,6 a.m.,4 p.m.
329633,3,"Of these things, pick the one which isn't usually slower than any of the others.",diesel locomotive,Segway,golf cart,railroad train,go cart
248119,1,Playing a piano in a live music show typically lasts ______.,48 hours,a few hours,between 0.1 and 48 hours,between 2 and 4 hours,between 1 and 80 minutes
279086,4,"A person born on the second of June 1803 would most likely be a ______ on January 10, 1862.",thirtysomething,school-age child,not yet born,fortysomething,fiftysomething
248222,4,Susanna asked Ryo how long performing folk music takes. What did he tell her?,between 4 and 12 hours,about a day,24 hours,12 months,a few hours
336338,2,Charity derided Rob. Rob criticised Charity. Who did something affecting Rob?,Joy,Daisy,Charity,Cliff,Rob
320498,0,Charity is expressing relief. Rob is creating a conceptual work. Cliff is involuntary body movement. Which of them is most likely feeling restlessness?,Cliff,Rob,Joy,Charity,Daisy
336520,1,Rob fed Daisy. Joy thanked Rob. Who did something affecting Rob?,Rob,Joy,Daisy,Cliff,Charity
319098,1,Cliff is Middle Eastern dance. Rob is expressing gratitude. Daisy is expressing triumph. Which of them is most likely feeling fun?,Daisy,Cliff,Charity,Joy,Rob
160876,1,Which of the following is 3 weeks after 1:05 a.m. on the third of May 1945?,"10:05 p.m. on May 2, 1945","1:05 a.m. on May 24, 1945","1:02 a.m. on May 3, 1945","1:05 a.m. on May 3, 1975","4:05 a.m. on May 3, 1945"
296148,3,April missed a call at noon. She returned it 11 hours later. When did she return the call?,10 p.m.,noon,9 a.m.,11 p.m.,7 a.m.
260037,3,"Cherry needs desktop sets, little girls’ boots, and cooking range slide in. She already has desktop sets and boots used by little girls. Where should she go?",cheese shop,hair salon,pet store,appliance store,art supply store
297182,0,"Only females who like blueberries are allowed on the rugby team. Only males who like Golden Delicious apples are allowed on the hockey team. Daisy's grandmother, Billie, likes all blue fruits. Which team could Billie join?",the rugby team,the soccer team,the hockey team,the basketball team,the baseball team
336186,0,"In Strange Town, you're only allowed to attend entertainment events in the financial district, you're only allowed to play a musical instrument in the botanical garden, and you're only allowed to play a team sport in the forest. Rob is playing of volleyball game. Where is Rob?",the forest,the campground,the botanical garden,the park,the financial district
189697,4,Pick the one which is typically largest.,radish,glass stemware,gasoline tank,parsnip,Greyhound
320210,4,Charity is trying to escape. Daisy is discharging an obligation. Charity is dissenting. Which of them is most likely feeling feeling obliged?,Charity,Joy,Cliff,Rob,Daisy
263355,3,Ginger bet Duke that no hound is a howler monkey. Ginger is a writer. Duke is a banker. Which of them won the bet?,Professional cook,cowboy,banker,author,Prime Minister
259217,1,"Cherry needs catfish, rakes, and roller skates. She already has roller skates and catfish. Where should she go?",toy store,lawn and garden store,butcher shop,flower shop,farmer's market
320926,3,"In Blue Town,, every flower shop is dark olive gray, every drugstore is bright lavender, and every fish market is bright cerulean blue. Tawny needs a medical supply. What color store could she get it at?",orange,iron gray,blue verditer,light lavender,blue
297133,1,"Only females who like cherries are allowed on the rugby team. Only males who like salal berries are allowed on the baseball team. Daisy's brother-in-law, Billie, likes all artificial ultramarine fruits. Which team could Billie join?",the soccer team,the baseball team,the basketball team,the hockey team,the rugby team
279076,2,"On November 2, 1837, a person born on the sixth of February 1801 would most likely be a ______.",not yet born,child,adult,school-age child,infant
319143,4,Daisy is avoiding participation in social activities. Joy is jumping up and down. Daisy is heaving. Which of them is most likely feeling exuberance?,Cliff,Charity,Daisy,Rob,Joy
320127,0,Charity is shaking her head. Charity is fleeing. Joy is sighing contentedly. Which of them is most likely feeling tranquillity?,Joy,Charity,Daisy,Rob,Cliff
263451,0,Ginger bet Duke that no garlic crouton is a cereal. Ginger is a housemaid. Duke is a short order cook. Which of them won the bet?,short-order cook,maid,astronomer,psychiatrist,newscaster
300462,4,Joy deprecated Will. Daisy were nice Will. Who made Will feel happy?,Joy,Charity,Rob,Cliff,Daisy
320776,2,Rob is dancing. Joy is making a plan. Daisy is asking someone on a date. Which of them is most likely feeling optimism?,Charity,Daisy,Joy,Cliff,Rob
193358,1,How many letters are in the word “goose”?,10,5,6,9,7
300839,0,Rob praised Will. Cliff mocked Will. Who made Will feel happy?,Rob,Joy,Charity,Cliff,Daisy
214701,0,It's too bad Bobby served ______. Everybody at the party follows the vegan diet program.,ham,coffee cherry,Ambrosia apple,popcorn,cobnut
290268,3,What typically lasts between 1 and 7 days?,going on a date,December 27th,May seventh,poison ivy poisoning,Minuteman III ICBM stage 3 flight
318680,2,Joy was insulted by Cliff. Who had the action done to them?,Daisy,Charity,Joy,insulting,Cliff
294138,1,April received a letter on Thursday. She answered it 5 days later. On which day did she answer the letter?,Thursday,Tuesday,Wednesday,Monday,Saturday
193386,0,The word “statement” has how many letters?,9,4,5,6,10
301135,4,Joy incriminated Will. Charity consoled Will. Who made Will feel grateful?,Joy,Daisy,Rob,Cliff,Charity
336485,4,Charity slaughtered Cliff. Cliff acted upon Daisy. Who did something affecting Cliff?,Cliff,Daisy,Joy,Rob,Charity
296248,2,April missed a call at 12 a.m.. She returned it 5 hours later. When did she return the call?,6 a.m.,1 p.m.,5 a.m.,11 a.m.,8 a.m.
329255,3,Pick the thing which isn't usually faster than any of the others.,hot-air balloon,Boeing 747,sled,poison dart frog,Porsche 911 Series
159047,3,"Which of the following is 10 years after 1:15 a.m. on June 6, 1944?","1:15 a.m. on June 6, 1844","11:15 a.m. on June 6, 1954","1:15 a.m. on June 16, 1944","1:15 a.m. on June 6, 1954","1:15 a.m. on June 6, 2044"
260786,0,"In Dill town, you can only buy cereal at Cherry's Store, and you can only buy herbs at Rosemary's Store. In a strange coincidence, any time Basil is at Cherry's Store, Lily is at Rosemary's Store, and any time he is at Rosemary's Store, she is at Rosemary's Store. Basil is buying ginseng. Where is Lily?",Rosemary's Store,Rose's Store,Cherry's Store,Pepper's Store,Carrot's Store
160923,0,"Which of the following is 3 days after 4:21 a.m. on December 26, 1991?","4:21 a.m. on December 29, 1991","4:21 a.m. on December 23, 1988","4:21 a.m. on September 26, 1991","4:21 a.m. on December 23, 1991","4:21 a.m. on December 26, 1961"
296040,4,April missed a call at 11 p.m.. She returned it 5 hours later. When did she return the call?,6 a.m.,6 p.m.,1 p.m.,5 a.m.,4 a.m.
262514,2,"In Dill town, you can only buy grains at Carrot's Store, and you can only buy office products at Rose's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Rose's Store, and any time he is at Rose's Store, she is at Rose's Store. Basil is buying chalks. Where is Lily?",Carrot's Store,Cherry's Store,Rose's Store,Pepper's Store,Rosemary's Store
263548,2,Duke bet Ginger that no capuchin is an educational organization. Ginger is a cattleman. Duke is a kindergarten teacher. Which of them won the bet?,lifeguard,lead guitarist,kindergarten teacher,cowboy,basketball coach
262310,3,"In Dill town, you can only buy meat at Rose's Store, and you can only buy office products at Rosemary's Store. In a strange coincidence, any time Basil is at Rose's Store, Lily is at Rose's Store, and any time he is at Rosemary's Store, she is at Cherry's Store. Basil is buying refill. Where is Lily?",Rosemary's Store,Pepper's Store,Carrot's Store,Cherry's Store,Rose's Store
193377,0,The word “brain” has how many letters?,5,7,3,4,10
262695,4,"In Dill town, you can only buy grain at Rose's Store, and you can only buy flesh at Rosemary's Store. In a strange coincidence, any time Basil is at Rose's Store, Lily is at Pepper's Store, and any time he is at Rosemary's Store, she is at Rose's Store. Basil is buying porkchops. Where is Lily?",Rosemary's Store,Cherry's Store,Pepper's Store,Carrot's Store,Rose's Store
319929,1,Daisy is offering. Charity is mooning. Joy is kneeling. Which of them is most likely feeling reverence?,Charity,Joy,Cliff,Rob,Daisy
319702,1,Charity is making a victory gesture. Daisy is offering. Cliff is vaulting. Which of them is most likely feeling generous-emotion?,Cliff,Daisy,Joy,Charity,Rob
214248,4,Calvin is an adherent of the Halal diet. Which of these can he not eat or drink?,serving of cakes,snow pea,creme brulee,navy bean,spirit cocktail
294269,1,April received a letter in May. She answered it 9 months later. When did she answer the letter?,June,February,December,January,July
319289,4,Rob is blowing a kiss. Daisy is expressing dejection. Charity is expressing pity. Which of them is most likely feeling charm?,Charity,Cliff,Daisy,Joy,Rob
320309,3,Rob is ruminating. Daisy is punching. Cliff is founding of a country celebration. Which of them is most likely feeling patriotism?,Daisy,Rob,Joy,Cliff,Charity
260573,1,"In Dill town, you can only buy office products at Rosemary's Store, and you can only buy fruits at Carrot's Store. In a strange coincidence, any time Basil is at Rosemary's Store, Lily is at Rosemary's Store, and any time he is at Carrot's Store, she is at Carrot's Store. Basil is buying melons. Where is Lily?",Rosemary's Store,Carrot's Store,Cherry's Store,Rose's Store,Pepper's Store
313438,2,Daisy was were nice by Joy. Who performed the action?,Cliff,Daisy,Joy,being nice,Charity
294226,1,April received a letter in September. She answered it 8 months later. When did she answer the letter?,March,May,April,November,October
263996,4,Duke bet Ginger that no Long-tailed Weasel is three story building. Ginger is a doorman. Duke is a troop. Which of them won the bet?,drug dealer,migrant farm worker,doorman,lead guitarist,soldier
320442,4,Cliff is expressing impatience. Joy is singing. Charity is clenching one’s fists. Which of them is most likely feeling outrage?,Joy,Daisy,Rob,Cliff,Charity
263419,0,Duke bet Ginger that no wheelbarrow is a transportation device. Ginger is a barkeeper. Duke is a brewer. Which of them won the bet?,bartender,farmer,brewer,actor,doctor
260673,3,"In Dill town, you can only buy meat at Carrot's Store, and you can only buy herbs at Cherry's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Pepper's Store, and any time he is at Cherry's Store, she is at Pepper's Store. Basil is buying meat. Where is Lily?",Cherry's Store,Carrot's Store,Rose's Store,Pepper's Store,Rosemary's Store
263770,1,Ginger bet Duke that no missile silo is a pool. Ginger is a Professional cook. Duke is a secretary. Which of them won the bet?,lead guitarist,Professional cook,secretary,CIA agent,drug dealer
189815,0,Which of the following is usually smaller than the others?,glass bottle,bongo drum,trash can,skunk,melodica
319398,2,Charity is yawning. Joy is expressing a amazement. Daisy is expressing certainty. Which of them is most likely feeling boredom?,Rob,Joy,Charity,Cliff,Daisy
320569,0,Charity is boasting. Joy is expressing romantic love. Rob is snuggling. Which of them is most likely feeling safety?,Rob,Cliff,Joy,Daisy,Charity
182222,1,"Which of the following is 7 minutes after 7:23 a.m. on October 28, 1864?","2:23 p.m. on October 28, 1871","7:30 a.m. on October 28, 1864","7:23 a.m. on October 28, 2564","7:23 a.m. on October 21, 1857","2:23 p.m. on October 28, 1864"
193417,3,The word “wag” has how many letters?,8,9,7,3,4
214125,3,Calvin is an adherent of the gluten free diet. Which of these can he not eat or drink?,filet mignon,mackerel,ripe nectarine,blueberry doughnut,mule meat
320750,2,Joy is jumping up and down. Charity is supporting. Rob is mooning. Which of them is most likely feeling empathy?,Daisy,Rob,Charity,Cliff,Joy
297090,2,"Only males who like eggplants are allowed on the rugby team. Only females who like apples are allowed on the basketball team. Daisy's brother-in-law, Billie, likes all mauve fruits. Which team could Billie join?",the baseball team,the soccer team,the rugby team,the basketball team,the hockey team
248090,4,How long does it typically take to see a movie with friends?,between 1 and 10 days,several years,48 hours,between 5 and 10 minutes,a few hours
263724,3,Duke bet Ginger that no two bath dwelling is a whale. Ginger is a baker. Duke is a pianist. Which of them won the bet?,mathematician,baker,cowpoke,pianist,academic
182327,0,"Which of the following is 4 centuries after 5:06 a.m. on September 1, 1939?","5:06 a.m. on September 1, 2339","5:06 a.m. on September 1, 1935","1:06 a.m. on September 1, 1939","5:06 a.m. on August 28, 1939","5:06 a.m. on September 1, 1899"
336292,1,Daisy chased Rob. Rob insulted Charity. Who did something affecting Rob?,Rob,Daisy,Cliff,Joy,Charity
320142,1,Rob is expressing defeat. Joy is extending hand to shake. Charity is giving the thumbs-down sign. Which of them is most likely feeling fidelity?,Cliff,Joy,Charity,Rob,Daisy
248284,1,How long does it typically take to applaud while watching a parade?,between 365 and 366 days,a few seconds,60 minutes,between 5 and 25 weeks,a few hours
161055,3,Which of the following is 9 months after 0:55 a.m. on the third of February 1959?,"0:55 a.m. on February 3, 1059","1:04 a.m. on February 3, 1959","0:55 a.m. on February 3, 2859","0:55 a.m. on November 3, 1959","0:55 a.m. on January 25, 1950"
320648,4,Daisy is chancing. Joy is expressing romantic love. Cliff is expressing gratitude. Which of them is most likely feeling audacity?,Rob,Cliff,Joy,Charity,Daisy
319253,4,Rob is snuggling. Rob is concealing information. Daisy is shaking one’s head. Which of them is most likely feeling reproach?,Joy,Cliff,Charity,Rob,Daisy
261024,0,"In Dill town, you can only buy cereal grains at Cherry's Store, and you can only buy flesh at Carrot's Store. In a strange coincidence, any time Basil is at Cherry's Store, Lily is at Cherry's Store, and any time he is at Carrot's Store, she is at Cherry's Store. Basil is buying rye. Where is Lily?",Cherry's Store,Rosemary's Store,Pepper's Store,Rose's Store,Carrot's Store
320798,3,Cliff is performing a dance motion. Charity is pointing a finger. Joy is hyperventilating. Which of them is most likely feeling dread?,Charity,Cliff,Daisy,Joy,Rob
324805,4,"In U.S. autumn, Charity visits the forest every day. In U.S. winter, Charity visits the shipyard every day. Where will Charity go on January 1?",the park,the theater district,the botanical garden,the forest,the shipyard
294758,1,April missed a call at 1 a.m.. She returned it 1 hour later. When did she return the call?,5 a.m.,2 a.m.,8 p.m.,9 a.m.,7 a.m.
289433,3,______ typically last a few seconds.,cleanings a room,scientific presentations,collectings garbage,kickings,October 27ths
328956,0,Which of these is usually slower than the others?,tectonic plate,Segway,cruise ship,Porsche 911 Series,B-52 bomber
143965,3,Noontime comes after ______.,evening,7 a.m.,April,11 a.m.,6 a.m.
329887,2,Pick the one which is typically faster than all the others.,riding mower,Segway,golf cart,book,parked car
320324,4,Joy is extending hand to shake. Rob is acting offended. Charity is expressing animosity. Which of them is most likely feeling companionship?,Rob,Daisy,Cliff,Charity,Joy
263954,0,Ginger bet Duke that no bourbon whiskey is a rock crab. Ginger is a lifeguard. Duke is a percussion player. Which of them won the bet?,lifeguard,batter,real estate agent,drummer,baker
260839,2,"In Dill town, you can only buy blooms at Carrot's Store, and you can only buy grain at Rose's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Pepper's Store, and any time he is at Rose's Store, she is at Pepper's Store. Basil is buying farro. Where is Lily?",Rose's Store,Cherry's Store,Pepper's Store,Rosemary's Store,Carrot's Store
301383,4,Charity belittled Will. Daisy aided Will. Who made Will feel grateful?,Cliff,Joy,Rob,Charity,Daisy
320060,4,Daisy is expressing reservation. Rob is physically pushing someone. Daisy is expressing patience. Which of them is most likely feeling impatience?,Daisy,Cliff,Joy,Charity,Rob
336541,1,Charity contaminated Melody. Rob lambasted Charity. Who did something affecting Charity?,Joy,Rob,Charity,Cliff,Daisy
263532,2,Duke bet Ginger that no one-car garage is milk. Ginger is a psychiatrist. Duke is a carpenter. Which of them won the bet?,librarian,batter,carpenter,real estate agent,psychiatrist
325376,0,"In U.S. summer, Joy visits the shipyard every day. In U.S. spring, Joy visits the campground every day. Where will Joy go on August 17?",the shipyard,the park,the town square,the financial district,the campground
319834,4,Charity is observing. Rob is expressing sadness. Cliff is sharing. Which of them is most likely feeling morbid fascination?,Cliff,Rob,Daisy,Joy,Charity
165134,2,Which of the following is 4 months after 1:15 a.m. on the sixth of June 1944?,"1:15 a.m. on June 2, 1944","1:15 a.m. on June 6, 1984","1:15 a.m. on October 6, 1944","5:15 a.m. on June 6, 1944","1:15 a.m. on June 6, 1940"
328668,1,Which of these is usually slower than the others?,B-52 bomber,field mouse,steam locomotive,personal watercraft,go cart
335972,2,"In Strange Town, you're only allowed to play a musical instrument in the theater district, you're only allowed to attend entertainment events in the botanical garden, and you're only allowed to play board games in the park. Rob is using a chess computer in playing computer chess. Where is Rob?",the financial district,the graveyard,the park,the theater district,the botanical garden
295435,4,April missed a call at 7 p.m.. She returned it 3 hours later. When did she return the call?,4 a.m.,2 p.m.,3 p.m.,1 p.m.,10 p.m.
295873,3,April missed a call at 1 a.m.. She returned it 1 hour later. When did she return the call?,7 a.m.,11 a.m.,4 a.m.,2 a.m.,10 a.m.
301033,2,Joy secured Will. Charity maligned Will. Who made Will feel grateful?,Charity,Daisy,Joy,Cliff,Rob
319500,2,Rob is splashing. Daisy is straining. Joy is remembering. Which of them is most likely feeling homesickness?,Rob,Daisy,Joy,Cliff,Charity
319109,3,Cliff is nodding. Daisy is expressing unhappiness. Charity is classical Indian dancing. Which of them is most likely feeling willingness?,Charity,Rob,Joy,Cliff,Daisy
264338,4,"In order for an animal to perform an animal activity, it must have a finger. From that, in order for an animal to play the doer role in ______, it must have a finger.",kicking,blowing a raspberry,steering,swimming butterfly,making a 'we're number one!' gesture
320152,2,Daisy is commemorating the end of a war. Charity is listening. Cliff is expressing curiosity. Which of them is most likely feeling esteem?,Rob,Daisy,Charity,Cliff,Joy
313305,1,Rob commended Joy. What was the action?,excoriating,commending,Rob,Joy,criticising
297160,2,"Only females who like plums are allowed on the soccer team. Only males who like tangerines are allowed on the rugby team. Daisy's foster daughter, Billie, likes all purple fruits. Which team could Billie join?",the rugby team,the hockey team,the soccer team,the basketball team,the baseball team
295959,3,April missed a call at 4 a.m.. She returned it 9 hours later. When did she return the call?,10 p.m.,8 a.m.,5 a.m.,1 p.m.,6 p.m.
319695,4,Charity is looking impressed. Daisy is expressing empathy. Cliff is cheering. Which of them is most likely feeling gratification?,Charity,Joy,Daisy,Rob,Cliff
335964,2,"In Strange Town, you're only allowed to play board games in the financial district, you're only allowed to attend entertainment events in the shipyard, and you're only allowed to play a card game in the graveyard. Cliff is playing chess. Where is Cliff?",the graveyard,the forest,the financial district,the campground,the shipyard
320791,0,Joy is weeping. Rob is expressing doubt. Daisy is defending something against attack. Which of them is most likely feeling disappointment?,Joy,Rob,Charity,Daisy,Cliff
162826,0,Which of the following is 5 months after 5:11 a.m. on day number 3 in September 1926?,"5:11 a.m. on February 3, 1927","5:11 a.m. on September 8, 1926","5:11 a.m. on September 3, 1976","10:11 a.m. on September 3, 1931","5:11 a.m. on April 3, 1926"
263809,0,Duke bet Ginger that no pina colada is chocolate. Ginger is a psychoanalyst. Duke is a district attorney. Which of them won the bet?,prosecutor,academic,CIA agent,batter,psychoanalyst
320435,1,Daisy is booing. Joy is flamenco dancing. Charity is looking unconvinced. Which of them is most likely feeling passion?,Daisy,Joy,Rob,Cliff,Charity
296187,0,April missed a call at 3 p.m.. She returned it 9 hours later. When did she return the call?,noon,5 p.m.,4 a.m.,2 a.m.,3 p.m.
319659,1,Cliff is expressing shame. Joy is holding hands. Daisy is looking surprised. Which of them is most likely feeling surprise?,Rob,Daisy,Joy,Cliff,Charity
328778,0,Which of these things would usually be slowest?,Ford Mustang,Porsche 911 Series,go cart,Formula 1 race car,hot-air balloon
313246,3,Joy defamed Daisy. What was the action?,commending,Joy,rescuing,defaming,Daisy
266719,0,How many thighs do Snow leopards have?,4,5,3,10,6
197233,4,How many letters are in the word “moose”?,8,9,11,10,5
325183,4,"In U.S. winter, Cliff visits the theater district every day. In U.S. spring, Cliff visits the campground every day. Where will Cliff go on May 8?",the graveyard,the botanical garden,the shipyard,the theater district,the campground
263855,3,Duke bet Ginger that no two dining room residence is bourbon whiskey. Ginger is a CIA agent. Duke is an academic. Which of them won the bet?,Prime Minister,CIA agent,fast-food cook,academic,florist
336295,3,Charity was beheaded by Rob. Daisy was criticised by Charity. Who did something affecting Charity?,Joy,Daisy,Cliff,Rob,Charity
182337,3,Which of the following is 2 decades after 6:45 p.m. on the 25th of May 1824?,"6:45 p.m. on July 25, 1824","4:45 p.m. on May 25, 1824","6:45 p.m. on May 25, 1624","6:45 p.m. on May 25, 1844","6:45 p.m. on May 25, 1804"
214712,2,It's too bad Bobby served ______. Everybody at the party follows the vegan diet program.,feijoa,apricot,deli slice,kiwi,yam
263800,3,Duke bet Ginger that no pond is canoeing. Ginger is a batter. Duke is an academic. Which of them won the bet?,plumber,construction worker,batter,academic,bartender
301132,3,Joy consoled Will. Rob chastised Will. Who made Will feel grateful?,Daisy,Cliff,Rob,Joy,Charity
159873,4,"Which of the following is 1 month after 4:21 a.m. on December 26, 1991?","4:21 a.m. on December 26, 2091","4:20 a.m. on December 26, 1991","4:21 a.m. on December 26, 1981","4:21 a.m. on November 26, 1991","4:21 a.m. on January 26, 1992"
262714,4,"In Dill town, you can only buy whole grains at Carrot's Store, and you can only buy fruits at Cherry's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Rose's Store, and any time he is at Cherry's Store, she is at Rose's Store. Basil is buying wheat kernels. Where is Lily?",Pepper's Store,Rosemary's Store,Carrot's Store,Cherry's Store,Rose's Store
296103,3,April missed a call at 7 a.m.. She returned it 9 hours later. When did she return the call?,2 a.m.,11 p.m.,8 a.m.,4 p.m.,1 p.m.
329222,3,Which of the following would be the slowest?,hot-air balloon,personal watercraft,Formula 1 race car,duck-billed platypus,tank
335744,2,"In Strange Town, you're only allowed to attend entertainment events in the theater district, you're only allowed to play a musical instrument in the graveyard, and you're only allowed to play board games in the forest. Melody is playing ukulele. Where is Melody?",the shipyard,the forest,the graveyard,the park,the theater district
263446,2,Duke bet Ginger that no squirrel monkey is rock climbing. Ginger is a florist. Duke is a psychoanalyst. Which of them won the bet?,bartender,basketball coach,psychoanalyst,florist,lifeguard
263756,4,Ginger bet Duke that no three-car garage is a two and a half bath house. Ginger is a short-order cook. Duke is a chemist. Which of them won the bet?,actor,basketball coach,chemist,cowgirl,short-order cook
294275,2,April received a letter in September. She answered it 1 month later. When did she answer the letter?,July,November,October,February,December
260993,2,"In Dill town, you can only buy herbs at Pepper's Store, and you can only buy blooms at Carrot's Store. In a strange coincidence, any time Basil is at Pepper's Store, Lily is at Cherry's Store, and any time he is at Carrot's Store, she is at Rosemary's Store. Basil is buying phlox flowers. Where is Lily?",Carrot's Store,Rose's Store,Rosemary's Store,Pepper's Store,Cherry's Store
320416,0,Rob is winking. Charity is expressing a relief. Cliff is expressing sorrow. Which of them is most likely feeling will?,Rob,Cliff,Joy,Charity,Daisy
319114,4,Daisy is rudeness. Rob is releasing. Cliff is punching. Which of them is most likely feeling safety?,Cliff,Joy,Daisy,Charity,Rob
263751,0,Ginger bet Duke that no Edible crab is assembled food. Ginger is a writer. Duke is a fisherman. Which of them won the bet?,author,priest,lifeguard,short-order cook,fisherman
294135,3,April received a letter on Wednesday. She answered it 6 days later. On which day did she answer the letter?,Wednesday,Sunday,Monday,Tuesday,Saturday
319670,4,Charity is scowling. Rob is expressing being trapped. Cliff is In Position Fn akimbo pose. Which of them is most likely feeling feeling offended?,Cliff,Daisy,Rob,Joy,Charity
264148,0,Duke bet Ginger that no windmill is a howler monkey. Ginger is a pitcher. Duke is a carpenter. Which of them won the bet?,carpenter,doctor,manager,mathematician,pitcher
158944,3,"Which of the following is 3 minutes after 5:37 p.m. on April 30, 1975?","5:37 p.m. on April 30, 1675","5:37 p.m. on April 27, 1975","5:37 p.m. on April 30, 1945","5:40 p.m. on April 30, 1975","2:37 p.m. on April 30, 1975"
248148,2,Yuhan asked Ryo how long musical dramas takes. What did he tell her?,between 5 and 10 minutes,between 0.5 and 4 hours,a few hours,several hours,between 1 and 9 days
320671,0,Daisy is expressing disappointment. Charity is making a victory gesture. Rob is mumbling. Which of them is most likely feeling triumph?,Charity,Joy,Daisy,Rob,Cliff
319602,4,Rob is looking thoughtful. Joy is straining. Charity is expressing impatience. Which of them is most likely feeling panic?,Charity,Cliff,Rob,Daisy,Joy
320349,2,Joy is expressing an undesirable feeling. Rob is puffing out his chest. Cliff is gasping. Which of them is most likely feeling machismo?,Cliff,Daisy,Rob,Charity,Joy
189710,0,Which of these things is usually smaller than the others?,baked potato,cupboard,bathtub,paper bag,gasoline tank
158970,3,"Which of the following is 10 weeks after 7:33 p.m. on August 21, 1983?","7:33 p.m. on August 31, 1983","7:33 p.m. on August 21, 1973","7:33 p.m. on August 21, 2983","7:33 p.m. on October 30, 1983","7:23 p.m. on August 21, 1983"
294263,2,April received a letter in April. She answered it 8 months later. When did she answer the letter?,February,March,December,November,July
297122,0,"Only females who like blueberries are allowed on the rugby team. Only males who like currants are allowed on the basketball team. Daisy's brother, Billie, likes all brown orange fruits. Which team could Billie join?",the basketball team,the rugby team,the soccer team,the baseball team,the hockey team
263997,1,Ginger bet Duke that no cereal is a stink bug. Ginger is a baker. Duke is a doctor. Which of them won the bet?,kindergarten teacher,baker,florist,doctor,author
313240,0,Joy filched Rob. What was the action?,thieving,Rob,ridiculing,rescuing,Joy
264110,3,Duke bet Ginger that no excavation pit is a mere. Ginger is a beer maker. Duke is a valuator. Which of them won the bet?,travel agent,retail sales clerk,cosmetic surgeon,appraiser,brewer
